ASSERTION	AAEDAAECAQAAAAAAAHCnQA==
ASSERTION	AAEDAAEEAAAAAAAAwFdAAQAAAAAAAHCnQA==
ASSERTION	AAECAAIBAAAAAAAAAPA/
ASSERTION	AAEDAAEBAQAAAAAAAIizQA==
ASSERTION	AAECAAMCAAAAAAAAwFhA
RUN	parabank.AccountStatementsTest	accountstatementstest	1759981929683	 	3.3.1
REQUEST	462		Login Request	1759981962427	1759981962760	OK	 
REQUEST	469		Get Accounts Request	1759981962626	1759981962767	OK	 
REQUEST	444		Get Accounts Request	1759981962626	1759981962780	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	499	START	1759981962781	1759981962781
REQUEST	482		Login Request	1759981962427	1759981962802	OK	 
REQUEST	471		Get Accounts Request	1759981962677	1759981962814	OK	 
REQUEST	493		Login Request	1759981962476	1759981962819	OK	 
REQUEST	470		Get Accounts Request	1759981962687	1759981962824	OK	 
USER	Account Statements Test - Carga Simultánea	486	START	1759981962826	1759981962826
USER	Account Statements Test - 200 Usuarios Simultáneos	500	START	1759981962826	1759981962826
REQUEST	483		Login Request	1759981962534	1759981962876	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	501	START	1759981962876	1759981962876
REQUEST	494		Login Request	1759981962534	1759981962880	OK	 
REQUEST	445		Get Accounts Request	1759981962736	1759981962900	OK	 
REQUEST	451		Get Account Statement Request	1759981962766	1759981962905	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	451	END	1759981961275	1759981962907
REQUEST	495		Login Request	1759981962580	1759981962908	OK	 
REQUEST	446		Get Accounts Request	1759981962766	1759981962914	OK	 
REQUEST	472		Get Accounts Request	1759981962781	1759981962927	OK	 
USER	Account Statements Test - Carga Simultánea	487	START	1759981962934	1759981962934
USER	Account Statements Test - 200 Usuarios Simultáneos	502	START	1759981962934	1759981962934
REQUEST	427		Get Account Statement Request	1759981962786	1759981962937	OK	 
USER	Account Statements Test - Carga Simultánea	427	END	1759981960228	1759981962938
REQUEST	484		Login Request	1759981962627	1759981962968	OK	 
REQUEST	496		Login Request	1759981962627	1759981962969	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	503	START	1759981962980	1759981962980
REQUEST	428		Get Account Statement Request	1759981962846	1759981962989	OK	 
USER	Account Statements Test - Carga Simultánea	428	END	1759981960336	1759981962989
REQUEST	474		Get Accounts Request	1759981962873	1759981963013	OK	 
REQUEST	473		Get Accounts Request	1759981962873	1759981963022	OK	 
USER	Account Statements Test - Carga Simultánea	488	START	1759981963027	1759981963027
USER	Account Statements Test - 200 Usuarios Simultáneos	504	START	1759981963027	1759981963027
REQUEST	497		Login Request	1759981962677	1759981963054	OK	 
REQUEST	452		Get Account Statement Request	1759981962934	1759981963074	OK	 
REQUEST	476		Get Accounts Request	1759981962936	1759981963074	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	452	END	1759981961427	1759981963075
USER	Account Statements Test - 200 Usuarios Simultáneos	505	START	1759981963076	1759981963076
REQUEST	429		Get Account Statement Request	1759981962936	1759981963081	OK	 
USER	Account Statements Test - Carga Simultánea	429	END	1759981960429	1759981963082
REQUEST	453		Get Accounts Request	1759981962934	1759981963088	OK	 
REQUEST	454		Get Accounts Request	1759981962966	1759981963104	OK	 
REQUEST	486		Login Request	1759981962827	1759981963119	OK	 
REQUEST	475		Get Accounts Request	1759981962966	1759981963120	OK	 
REQUEST	485		Login Request	1759981962734	1759981963126	OK	 
REQUEST	498		Login Request	1759981962734	1759981963128	OK	 
REQUEST	477		Get Accounts Request	1759981962997	1759981963131	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	506	START	1759981963136	1759981963136
USER	Account Statements Test - Carga Simultánea	489	START	1759981963136	1759981963136
REQUEST	465		Get Account Statement Request	1759981963016	1759981963146	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	465	END	1759981961581	1759981963147
REQUEST	499		Login Request	1759981962782	1759981963169	OK	 
REQUEST	500		Login Request	1759981962827	1759981963169	OK	 
REQUEST	437		Get Account Statement Request	1759981963027	1759981963173	OK	 
USER	Account Statements Test - Carga Simultánea	437	END	1759981960536	1759981963174
USER	Account Statements Test - 200 Usuarios Simultáneos	507	START	1759981963179	1759981963179
REQUEST	463		Get Account Statement Request	1759981963028	1759981963181	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	463	END	1759981961476	1759981963182
REQUEST	466		Get Account Statement Request	1759981963072	1759981963204	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	466	END	1759981961627	1759981963204
REQUEST	501		Login Request	1759981962876	1759981963214	OK	 
REQUEST	479		Get Accounts Request	1759981963087	1759981963215	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	508	START	1759981963226	1759981963226
USER	Account Statements Test - Carga Simultánea	490	START	1759981963226	1759981963226
REQUEST	478		Get Accounts Request	1759981963087	1759981963231	OK	 
REQUEST	487		Login Request	1759981962934	1759981963235	OK	 
REQUEST	464		Get Account Statement Request	1759981963087	1759981963241	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	464	END	1759981961535	1759981963242
REQUEST	455		Get Accounts Request	1759981963103	1759981963246	OK	 
REQUEST	502		Login Request	1759981962934	1759981963264	OK	 
REQUEST	456		Get Accounts Request	1759981963135	1759981963268	OK	 
REQUEST	438		Get Account Statement Request	1759981963136	1759981963278	OK	 
USER	Account Statements Test - Carga Simultánea	438	END	1759981960630	1759981963278
USER	Account Statements Test - 200 Usuarios Simultáneos	509	START	1759981963284	1759981963284
REQUEST	439		Get Account Statement Request	1759981963166	1759981963291	OK	 
USER	Account Statements Test - Carga Simultánea	439	END	1759981960726	1759981963292
REQUEST	504		Login Request	1759981963028	1759981963310	OK	 
REQUEST	468		Get Account Statement Request	1759981963179	1759981963311	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	468	END	1759981961735	1759981963311
USER	Account Statements Test - Carga Simultánea	491	START	1759981963331	1759981963331
USER	Account Statements Test - 200 Usuarios Simultáneos	510	START	1759981963331	1759981963331
REQUEST	488		Login Request	1759981963027	1759981963362	OK	 
REQUEST	503		Login Request	1759981962980	1759981963362	OK	 
REQUEST	481		Get Accounts Request	1759981963226	1759981963363	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	511	START	1759981963376	1759981963376
REQUEST	467		Get Account Statement Request	1759981963240	1759981963393	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	467	END	1759981961676	1759981963394
REQUEST	480		Get Accounts Request	1759981963240	1759981963395	OK	 
REQUEST	505		Login Request	1759981963076	1759981963416	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	512	START	1759981963426	1759981963426
USER	Account Statements Test - Carga Simultánea	492	START	1759981963426	1759981963426
REQUEST	469		Get Account Statement Request	1759981963286	1759981963428	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	469	END	1759981961781	1759981963429
REQUEST	471		Get Account Statement Request	1759981963315	1759981963446	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	471	END	1759981961876	1759981963447
USER	Account Statements Test - 200 Usuarios Simultáneos	523	START	1759981963455	1759981963455
REQUEST	482		Get Accounts Request	1759981963316	1759981963467	OK	 
REQUEST	470		Get Account Statement Request	1759981963331	1759981963475	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	470	END	1759981961827	1759981963476
REQUEST	506		Login Request	1759981963136	1759981963476	OK	 
REQUEST	440		Get Account Statement Request	1759981963331	1759981963476	OK	 
USER	Account Statements Test - Carga Simultánea	440	END	1759981960829	1759981963477
REQUEST	493		Get Accounts Request	1759981963347	1759981963489	OK	 
REQUEST	457		Get Accounts Request	1759981963347	1759981963497	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	524	START	1759981963515	1759981963515
USER	Account Statements Test - Carga Simultánea	513	START	1759981963515	1759981963515
REQUEST	489		Login Request	1759981963136	1759981963529	OK	 
REQUEST	494		Get Accounts Request	1759981963396	1759981963540	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	525	START	1759981963562	1759981963562
REQUEST	508		Login Request	1759981963227	1759981963563	OK	 
REQUEST	472		Get Account Statement Request	1759981963426	1759981963567	OK	 
REQUEST	495		Get Accounts Request	1759981963426	1759981963567	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	472	END	1759981961935	1759981963568
REQUEST	490		Login Request	1759981963227	1759981963570	OK	 
REQUEST	458		Get Accounts Request	1759981963439	1759981963583	OK	 
USER	Account Statements Test - Carga Simultánea	514	START	1759981963608	1759981963608
USER	Account Statements Test - 200 Usuarios Simultáneos	526	START	1759981963608	1759981963608
REQUEST	496		Get Accounts Request	1759981963486	1759981963626	OK	 
REQUEST	509		Login Request	1759981963285	1759981963626	OK	 
REQUEST	491		Login Request	1759981963331	1759981963627	OK	 
REQUEST	459		Get Accounts Request	1759981963485	1759981963629	OK	 
REQUEST	474		Get Account Statement Request	1759981963516	1759981963652	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	474	END	1759981962029	1759981963652
REQUEST	441		Get Account Statement Request	1759981963500	1759981963656	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	527	START	1759981963656	1759981963656
USER	Account Statements Test - Carga Simultánea	441	END	1759981960936	1759981963658
REQUEST	510		Login Request	1759981963331	1759981963661	OK	 
REQUEST	473		Get Account Statement Request	1759981963530	1759981963683	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	473	END	1759981961982	1759981963684
REQUEST	476		Get Account Statement Request	1759981963566	1759981963698	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	476	END	1759981962126	1759981963699
USER	Account Statements Test - 200 Usuarios Simultáneos	528	START	1759981963706	1759981963706
USER	Account Statements Test - Carga Simultánea	515	START	1759981963706	1759981963706
REQUEST	492		Login Request	1759981963426	1759981963710	OK	 
REQUEST	507		Login Request	1759981963179	1759981963711	OK	 
REQUEST	460		Get Accounts Request	1759981963566	1759981963711	OK	 
REQUEST	497		Get Accounts Request	1759981963566	1759981963722	OK	 
REQUEST	442		Get Account Statement Request	1759981963593	1759981963747	OK	 
USER	Account Statements Test - Carga Simultánea	442	END	1759981961028	1759981963748
REQUEST	477		Get Account Statement Request	1759981963626	1759981963757	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	477	END	1759981962183	1759981963758
USER	Account Statements Test - 200 Usuarios Simultáneos	529	START	1759981963763	1759981963763
REQUEST	511		Login Request	1759981963377	1759981963768	OK	 
REQUEST	443		Get Account Statement Request	1759981963626	1759981963769	OK	 
USER	Account Statements Test - Carga Simultánea	443	END	1759981961136	1759981963770
REQUEST	475		Get Account Statement Request	1759981963626	1759981963780	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	475	END	1759981962076	1759981963781
REQUEST	498		Get Accounts Request	1759981963639	1759981963798	OK	 
REQUEST	512		Login Request	1759981963426	1759981963807	OK	 
USER	Account Statements Test - Carga Simultánea	516	START	1759981963809	1759981963809
USER	Account Statements Test - 200 Usuarios Simultáneos	530	START	1759981963809	1759981963809
REQUEST	500		Get Accounts Request	1759981963686	1759981963830	OK	 
REQUEST	499		Get Accounts Request	1759981963686	1759981963839	OK	 
REQUEST	513		Login Request	1759981963515	1759981963843	OK	 
REQUEST	524		Login Request	1759981963515	1759981963843	OK	 
REQUEST	479		Get Account Statement Request	1759981963718	1759981963845	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	479	END	1759981962276	1759981963846
REQUEST	523		Login Request	1759981963456	1759981963849	OK	 
REQUEST	461		Get Accounts Request	1759981963702	1759981963849	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	531	START	1759981963856	1759981963856
REQUEST	501		Get Accounts Request	1759981963733	1759981963874	OK	 
REQUEST	478		Get Account Statement Request	1759981963736	1759981963881	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	478	END	1759981962230	1759981963881
REQUEST	525		Login Request	1759981963563	1759981963900	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	532	START	1759981963906	1759981963906
USER	Account Statements Test - Carga Simultánea	517	START	1759981963906	1759981963906
REQUEST	462		Get Accounts Request	1759981963766	1759981963919	OK	 
REQUEST	502		Get Accounts Request	1759981963778	1759981963926	OK	 
REQUEST	444		Get Account Statement Request	1759981963778	1759981963935	OK	 
USER	Account Statements Test - Carga Simultánea	444	END	1759981961229	1759981963936
REQUEST	514		Login Request	1759981963609	1759981963939	OK	 
REQUEST	504		Get Accounts Request	1759981963826	1759981963954	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	533	START	1759981963963	1759981963963
REQUEST	527		Login Request	1759981963657	1759981963986	OK	 
REQUEST	526		Login Request	1759981963609	1759981963987	OK	 
REQUEST	515		Login Request	1759981963706	1759981963997	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	534	START	1759981964009	1759981964009
USER	Account Statements Test - Carga Simultánea	518	START	1759981964009	1759981964009
REQUEST	481		Get Account Statement Request	1759981963872	1759981964014	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	481	END	1759981962381	1759981964015
REQUEST	503		Get Accounts Request	1759981963872	1759981964024	OK	 
REQUEST	483		Get Accounts Request	1759981963876	1759981964024	OK	 
REQUEST	480		Get Account Statement Request	1759981963888	1759981964034	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	480	END	1759981962335	1759981964035
REQUEST	528		Login Request	1759981963706	1759981964039	OK	 
REQUEST	529		Login Request	1759981963764	1759981964053	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	535	START	1759981964056	1759981964056
REQUEST	445		Get Account Statement Request	1759981963903	1759981964061	OK	 
USER	Account Statements Test - Carga Simultánea	445	END	1759981961335	1759981964062
REQUEST	446		Get Account Statement Request	1759981963933	1759981964076	OK	 
USER	Account Statements Test - Carga Simultánea	446	END	1759981961426	1759981964076
REQUEST	505		Get Accounts Request	1759981963933	1759981964078	OK	 
REQUEST	530		Login Request	1759981963809	1759981964105	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	536	START	1759981964117	1759981964117
USER	Account Statements Test - Carga Simultánea	519	START	1759981964117	1759981964117
REQUEST	482		Get Account Statement Request	1759981963966	1759981964121	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	482	END	1759981962426	1759981964122
REQUEST	493		Get Account Statement Request	1759981963994	1759981964137	OK	 
